district,community,primary_water_source,water_scarcity,scarcity_months,perceived_water_source,belief_underground_rivers,belief_groundwater_exhausted,belief_groundwater_replenished,belief_recharge_detectable,rwh_practice,rwh_barrier,rwh_use,belief_rwh_recharge,belief_rwh_expensive,belief_rwh_unreliable,recharge_solutions,rwh_support_needed
Balaka,Phalula 1,borehole,Yes,"September, October",Rain,TRUE,TRUE,TRUE,NA,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,Yes by planting trees,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Phalula 1,borehole,No,NA,Underground Storage,FALSE,TRUE,FALSE,No,No,Lack of knowledge or training,NA,Don't Know,TRUE,TRUE,Planting trees to store water ,Training and demonstrations
Balaka,Phalula 1,borehole,No,NA,Underground Storage,FALSE,NA,NA,No,No,Cannot afford storage materials,NA,FALSE,FALSE,TRUE,NA,Community by-laws or encouragement
Balaka,Phalula 1,borehole,Yes,"October, September",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,FALSE,Yes by planting  trees because water is life,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Phalula 1,borehole,No,NA,Underground Storage,FALSE,TRUE,NA,No,No,Believe rainfall is too unreliable,NA,Don't Know,TRUE,TRUE,Don't know,Training and demonstrations
Balaka,Phalula 1,borehole,Yes,"October, September",Underground Storage,TRUE,TRUE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,"Yes by practising good farming ,methords that allowas water to infiltrate into the ground","Community by-laws or encouragement, Subsidies or financial assistance, Training and demonstrations"
Balaka,Phalula 1,borehole,No,NA,Underground Storage,NA,TRUE,TRUE,Yes,No,Cannot afford storage materials,NA,FALSE,TRUE,TRUE,Planting trees,Training and demonstrations
Balaka,Phalula 1,borehole,No,NA,Underground Storage,FALSE,TRUE,NA,Don't know,No,Lack of land or space,NA,FALSE,TRUE,TRUE,I don't know,Training and demonstrations
Balaka,Phalula 1,borehole,Yes,"November, October, September",Rain,TRUE,FALSE,TRUE,NA,No,Labour/time required is too much,NA,TRUE,TRUE,FALSE,By planting trees,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Phalula 1,borehole,No,NA,Underground Storage,FALSE,TRUE,FALSE,Don't know,No,Labour/time required is too much,NA,Don't Know,TRUE,Don't Know,Don't know,Training and demonstrations
Balaka,Phalula 1,borehole,Yes,"November, October",Underground Storage,TRUE,TRUE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,Planting trees and moden farming,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Phalula 1,borehole,No,NA,God ,NA,TRUE,FALSE,NA,No,Cannot afford storage materials,NA,FALSE,FALSE,FALSE,Don't know,Labour support
Balaka,Phalula 1,borehole,Yes,"September, October",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,Planting vertiva and prlacticing moden farming,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Phalula 1,borehole,Yes,"October, September",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,Yes by practicing modern farming ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Phalula 1,borehole,Yes,"September, October",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,Placticing modern farming methods ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Phalula 1,borehole,Yes,"October, November",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,Planting tree,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Chigona ,borehole,Yes,"October, November",Underground Storage,TRUE,FALSE,FALSE,Don't know,No,Lack of knowledge or training,NA,TRUE,TRUE,TRUE,None,Training and demonstrations
Balaka,Chigona ,borehole,Yes,"October, November",Underground Storage,TRUE,FALSE,TRUE,Yes,No,Lack of knowledge or training,NA,TRUE,Don't Know,FALSE,Yes by planting trees,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Chigona ,borehole,Yes,"October, November",Underground Storage,TRUE,FALSE,NA,No,No,Labour/time required is too much,NA,TRUE,Don't Know,FALSE,None,Labour support
Balaka,Chigona ,borehole,Yes,"October, September",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,Practicing good farming methods ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Chigona ,borehole,Yes,"August, September, October, November",Underground Storage,TRUE,FALSE,FALSE,No,Yes,NA,Irrigation/Gardening,TRUE,TRUE,TRUE,None,Community by-laws or encouragement
Balaka,Chigona ,borehole,Yes,"October, September, November",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,Planing trees and constructing swale,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Chigona ,borehole,Yes,"September, October, November",Underground Storage,TRUE,TRUE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,Practicing good farming methods,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Chigona ,borehole,Yes,"September, October, November",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,Don't Know,TRUE,TRUE,Rainfall,None
Balaka,Chigona ,borehole,Yes,"October, November",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,Planting trees and modern farming merthods,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Chigona ,borehole,Yes,October,Underground Storage,TRUE,TRUE,FALSE,Yes,Yes,NA,Washing/Cleaning,Don't Know,Don't Know,Don't Know,Planting trees,"Subsidies or financial assistance, Community by-laws or encouragement"
Balaka,Chigona ,borehole,Yes,November,Underground Storage,FALSE,FALSE,FALSE,Don't know,Yes,NA,Irrigation/Gardening,FALSE,FALSE,FALSE,Planting trees,"Labour support, Community by-laws or encouragement"
Balaka,Chigona ,borehole,Yes,"October, November",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,Planting trees,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Chigona ,borehole,Yes,November,Underground Storage,NA,NA,NA,Don't know,No,Cannot afford storage materials,NA,Don't Know,TRUE,Don't Know,Planting trees,"Training and demonstrations, Subsidies or financial assistance, Labour support"
Balaka,Chigona ,borehole,Yes,"September, October",Underground Storage,TRUE,TRUE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,TRUE,Planting vertiva grass,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Chigona ,borehole,Yes,"October, November",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Chigona ,borehole,Yes,"August, September, October",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Chigona ,borehole,Yes,"September, October",Underground Storage,NA,TRUE,NA,Don't know,Yes,NA,Washing/Cleaning,Don't Know,TRUE,TRUE,Planting trees,"Training and demonstrations, Community by-laws or encouragement"
Balaka,Chigona ,borehole,Yes,"September, October",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,FALSE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance, Labour support"
Balaka,Chigona ,borehole,Yes,"October, November",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,FALSE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance, Labour support"
Balaka,Phalula,borehole,Yes,"November, October",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Phalula 1,borehole,No,NA,Underground Storage,FALSE,NA,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,TRUE,TRUE,Planting trees ,"Subsidies or financial assistance, Labour support"
Balaka,Phalula,borehole,Yes,"September, October",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,FALSE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Phalula 1,borehole,No,NA,Underground Storage,FALSE,TRUE,NA,Don't know,Yes,NA,Washing/Cleaning,FALSE,TRUE,TRUE,Don't know,Training and demonstrations
Balaka,Phalula,borehole,Yes,"November, October",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,TRUE,Plating vertiva ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Phalula 1,borehole,Yes,November,Rain,FALSE,TRUE,NA,NA,Yes,NA,Irrigation/Gardening,TRUE,TRUE,TRUE,Planting more trees to capture water,"Subsidies or financial assistance, Labour support, Community by-laws or encouragement, Training and demonstrations"
Balaka,Phalula,borehole,Yes,"November, October",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,FALSE,Planting trees and practicing modern farming,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Phalula 1,borehole,Yes,"October, November",Underground Storage,FALSE,TRUE,NA,Don't know,No,Lack of land or space,NA,FALSE,TRUE,TRUE,Practice swallows in the farms,Training and demonstrations
Balaka,Phalula,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,No,Yes,NA,Washing/Cleaning,TRUE,FALSE,TRUE,Planting trees to reduces evaporation rate,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Phalula,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,FALSE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Phalula ,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,FALSE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Chinzungu,borehole,No,NA,Underground Storage,NA,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,FALSE,FALSE,NA,Labour support
Balaka,Phalula,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,Constructing swale and checkdams,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Chizungu ,borehole,No,NA,Underground Storage,NA,TRUE,NA,Don't know,Yes,NA,Washing/Cleaning,TRUE,TRUE,TRUE,Don't know,"Training and demonstrations, Subsidies or financial assistance, Community by-laws or encouragement, Labour support"
Balaka,Phalula,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,TRUE,Planting trees and vertiva grass,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Phalula,borehole,No,NA,Underground Storage,TRUE,TRUE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,Planting more tree,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Mzongo ,borehole,No,NA,Underground Storage,FALSE,FALSE,FALSE,NA,No,Cannot afford storage materials,NA,Don't Know,TRUE,TRUE,Planting trees,Training and demonstrations
Balaka,Phalula,borehole,Yes,"November, October",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,Morden farming and planting tress,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Mzongo Village,borehole,No,NA,Underground Storage,TRUE,FALSE,FALSE,Don't know,No,Do not know about the practice,NA,FALSE,Don't Know,TRUE,NA,"Subsidies or financial assistance, Labour support"
Balaka,Mzongo Village,borehole,No,NA,God ,FALSE,NA,NA,NA,No,Cannot afford storage materials,NA,FALSE,TRUE,TRUE,Practicing improved farming,Training and demonstrations
Balaka,Phalula,borehole,Yes,"October, September",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,FALSE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Mzongo Village ,borehole,No,NA,Underground Storage,FALSE,NA,FALSE,No,No,Lack of knowledge or training,NA,TRUE,TRUE,TRUE,Rivers,Community by-laws or encouragement
Balaka,Chinzongo,borehole,Yes,"September, October, November",Underground Storage,TRUE,TRUE,TRUE,Yes,No,Believe rainfall is too unreliable,NA,TRUE,FALSE,TRUE,NA,"Training and demonstrations, Subsidies or financial assistance, Labour support, Community by-laws or encouragement"
Balaka,Kunyalani,borehole,Yes,"November, October, September, August",Rain,TRUE,FALSE,TRUE,NA,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Chinzongo,borehole,Yes,"September, November",Underground Storage,TRUE,FALSE,FALSE,No,Yes,NA,Washing/Cleaning,Don't Know,TRUE,FALSE,NA,Training and demonstrations
Balaka,Kunyalani,borehole,Yes,"November, October, September",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,FALSE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Chinzongo,borehole,No,NA,Underground Storage,TRUE,TRUE,TRUE,Don't know,No,Negative perception/doesn’t seem worthwhile,NA,FALSE,FALSE,TRUE,NA,"Training and demonstrations, Subsidies or financial assistance, Community by-laws or encouragement"
Balaka,Njira yagoma,borehole,Yes,"October, November",Underground Storage,NA,TRUE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,NA,"Training and demonstrations, Subsidies or financial assistance, Labour support"
Balaka,Njira yagoma,borehole,Yes,"August, September, October, November",Underground Storage,NA,TRUE,FALSE,Yes,Yes,NA,Washing/Cleaning,Don't Know,TRUE,TRUE,Planting trees,"Training and demonstrations, Community by-laws or encouragement"
Balaka,Njira Yagoma,borehole,No,NA,Underground Storage,FALSE,TRUE,FALSE,No,No,Lack of knowledge or training,NA,TRUE,Don't Know,TRUE,Making swallows,Subsidies or financial assistance
Balaka,Nairayagoma,borehole,Yes,"October, September, November",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Njira yagoma,borehole,Yes,"August, September, October, November",Underground Storage,FALSE,FALSE,NA,Yes,No,Do not know about the practice,NA,Don't Know,Don't Know,TRUE,Planting trees,"Community by-laws or encouragement, Training and demonstrations"
Balaka,Njirayagoma,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,TRUE,FALSE,Modern farming and planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Njira yagoma,borehole,Yes,"September, November",Rain,TRUE,TRUE,TRUE,NA,No,Lack of knowledge or training,NA,TRUE,FALSE,FALSE,Making swallows,Training and demonstrations
Balaka,Njira yagoma,borehole,Yes,November,Underground Storage,FALSE,FALSE,FALSE,Yes,Yes,NA,Irrigation/Gardening,TRUE,Don't Know,FALSE,Planting trees,"Training and demonstrations, Subsidies or financial assistance, Labour support, Community by-laws or encouragement"
Balaka,Njirayagoma,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,TRUE,FALSE,Planting trees ,"Subsidies or financial assistance, Training and demonstrations, Community by-laws or encouragement"
Balaka,Njira yagoma,borehole,No,NA,Underground Storage,FALSE,TRUE,FALSE,Yes,No,Lack of knowledge or training,NA,TRUE,TRUE,TRUE,Planting trees,"Training and demonstrations, Subsidies or financial assistance, Labour support, Community by-laws or encouragement"
Balaka,Njira ,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,"Planting trees,  swale 
, dam boxridges and planting trees ","Training and demonstrations, Subsidies or financial assistance, Community by-laws or encouragement"
Balaka,Njira yagoma ,borehole,Yes,October,Underground Storage,NA,TRUE,TRUE,No,Yes,NA,Washing/Cleaning,TRUE,TRUE,FALSE,Making swallows,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Njira ygoma,borehole,Yes,"October, November",Underground Storage,TRUE,FALSE,FALSE,No,No,Lack of land or space,NA,TRUE,TRUE,FALSE,Planting trees,"Training and demonstrations, Community by-laws or encouragement"
Balaka,Njirayagoma,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Njira yagoma ,borehole,Yes,"September, October, November",Underground Storage,TRUE,TRUE,TRUE,No,Yes,NA,Irrigation/Gardening,TRUE,FALSE,TRUE,Making swallows and playing trees,Training and demonstrations
Balaka,Kunyalani,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,TRUE,TRUE,Planting trees and Morden farming,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Njira yagoma,borehole,Yes,"November, October",Don't Know,NA,TRUE,FALSE,NA,Yes,NA,Washing/Cleaning,FALSE,Don't Know,FALSE,Swallows,Training and demonstrations
Balaka,Kunyalani,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,TRUE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Kunyalani,borehole,No,NA,Underground Storage,TRUE,FALSE,FALSE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,TRUE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance, Community by-laws or encouragement"
Balaka,Njira yagoma,borehole,Yes,October,Underground Storage,TRUE,TRUE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,Don't Know,TRUE,Planting trees,"Training and demonstrations, Community by-laws or encouragement, Subsidies or financial assistance, Labour support"
Balaka,Kunyalani,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,TRUE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Njira yagoma,borehole,Yes,"September, October",Underground Storage,TRUE,TRUE,FALSE,Yes,No,Cannot afford storage materials,NA,TRUE,Don't Know,FALSE,Making swallows,"Training and demonstrations, Subsidies or financial assistance, Labour support, Community by-laws or encouragement"
Balaka,Njira yagoma,borehole,NA,NA,NA,TRUE,TRUE,TRUE,NA,Yes,NA,Washing/Cleaning,TRUE,TRUE,TRUE,Planting trees,"Training and demonstrations, Subsidies or financial assistance, Labour support, Community by-laws or encouragement"
Balaka,Njira yagoma,borehole,Yes,"October, November",Underground Storage,NA,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,TRUE,TRUE,Planting trees,"Subsidies or financial assistance, Training and demonstrations, Labour support"
Machinga,Sawawa,borehole,No,NA,Underground Storage,TRUE,NA,FALSE,Yes,No,Cannot afford storage materials,NA,TRUE,FALSE,FALSE,Rainfall infrastration,"Labour support, Training and demonstrations"
Machinga,Sawawa,borehole,No,NA,Underground Storage,TRUE,FALSE,FALSE,Yes,No,Cannot afford storage materials,NA,TRUE,FALSE,FALSE,"Underground tank,wells","Training and demonstrations, Labour support, Subsidies or financial assistance"
Machinga,Mitawa,borehole,No,NA,Underground Storage,TRUE,TRUE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,I don't know ,Training and demonstrations
Machinga,Sawawa,borehole,No,NA,Underground Storage,TRUE,TRUE,FALSE,No,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,I don't know ,Training and demonstrations
Machinga,Sawawa,borehole,No,NA,Underground Storage,TRUE,TRUE,TRUE,No,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,I don't know ,Subsidies or financial assistance
Machinga,Sawawa,borehole,No,NA,Underground Storage,TRUE,TRUE,FALSE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,I don't know ,Training and demonstrations
Machinga,Sawawa,borehole,No,NA,Underground Storage,TRUE,TRUE,TRUE,Yes,Yes,NA,Drinking/Cooking,TRUE,TRUE,TRUE,I don't know ,Training and demonstrations
Machinga,Chamba,borehole,No,NA,Underground Storage,FALSE,FALSE,TRUE,No,Yes,NA,Drinking/Cooking,TRUE,TRUE,TRUE,Infiltration trenches and mulching ,"Training and demonstrations, Labour support, Community by-laws or encouragement"
Machinga,Mitawa,borehole,No,NA,Rain,FALSE,FALSE,FALSE,NA,No,Cannot afford storage materials,NA,TRUE,TRUE,FALSE,Planting trees ,"Training and demonstrations, Community by-laws or encouragement, Labour support"
Machinga,Chamba,borehole,No,NA,Underground Storage,FALSE,FALSE,TRUE,Yes,Yes,NA,Drinking/Cooking,TRUE,FALSE,FALSE,There is nothing to do,"Training and demonstrations, Labour support, Subsidies or financial assistance"
Machinga,Sawawa,borehole,No,NA,Rain,TRUE,FALSE,FALSE,NA,Yes,NA,Drinking/Cooking,TRUE,TRUE,TRUE,Contour farming ,"Training and demonstrations, Subsidies or financial assistance"
Machinga,Sawawa,borehole,No,NA,Underground Storage,TRUE,TRUE,FALSE,Don't know,No,Cannot afford storage materials,NA,TRUE,TRUE,FALSE,Through infrastion by heavy rainfall ,"Training and demonstrations, Labour support"
Machinga,Sawawa,borehole,No,NA,Rain,TRUE,TRUE,FALSE,NA,Yes,NA,Drinking/Cooking,FALSE,FALSE,TRUE,By infiltration ,"Training and demonstrations, Subsidies or financial assistance, Labour support, Community by-laws or encouragement"
Machinga,Sawawa,borehole,No,NA,God ,FALSE,FALSE,TRUE,NA,No,Cannot afford storage materials,NA,TRUE,FALSE,FALSE,No idea,"Training and demonstrations, Subsidies or financial assistance, Labour support, Community by-laws or encouragement"
Machinga,Sawawa ,borehole,No,NA,God ,FALSE,FALSE,FALSE,NA,No,Cannot afford storage materials,NA,Don't Know,TRUE,Don't Know,By rainwater inftratration,"Training and demonstrations, Subsidies or financial assistance, Labour support"
Machinga,Sawawa,borehole,No,NA,Underground Storage,TRUE,TRUE,FALSE,Yes,Yes,NA,Drinking/Cooking,TRUE,TRUE,FALSE,Planting trees ,"Community by-laws or encouragement, Training and demonstrations, Subsidies or financial assistance"
Balaka,Njira yagoma,borehole,Yes,"September, October, November",Underground Storage,FALSE,TRUE,TRUE,Yes,Yes,NA,Drinking/Cooking,TRUE,TRUE,TRUE,Making of Swallows to hold water in the farms can refill Ground water,Training and demonstrations
Machinga,Chisonga,borehole,No,NA,Underground Storage,TRUE,TRUE,TRUE,No,No,Cannot afford storage materials,NA,Don't Know,TRUE,FALSE,Don't know,"Training and demonstrations, Subsidies or financial assistance"
Machinga,Chisonga,borehole,Yes,"September, October, August",Underground Storage,TRUE,TRUE,TRUE,Yes,Yes,NA,Drinking/Cooking,TRUE,TRUE,TRUE,Contour lidges,"Training and demonstrations, Subsidies or financial assistance, Labour support"
Machinga,Chisoni,borehole,Yes,"October, November, December",Rain,TRUE,TRUE,FALSE,NA,Yes,NA,Drinking/Cooking,FALSE,FALSE,FALSE,Don't know ,"Training and demonstrations, Subsidies or financial assistance"
Machinga,Chisonga,borehole,Yes,"October, November, December",Underground Storage,TRUE,TRUE,FALSE,No,Yes,NA,Drinking/Cooking,TRUE,FALSE,TRUE,Don't know ,"Training and demonstrations, Subsidies or financial assistance, Labour support"
Machinga,Chisonga,borehole,Yes,"October, November, December",Underground Storage,TRUE,TRUE,FALSE,No,Yes,NA,Drinking/Cooking,TRUE,FALSE,TRUE,Rainfall infrastration ,"Training and demonstrations, Subsidies or financial assistance, Community by-laws or encouragement"
Machinga,Njete,borehole,No,NA,Underground Storage,TRUE,FALSE,FALSE,Don't know,Yes,NA,Drinking/Cooking,TRUE,FALSE,FALSE,Don't know ,Labour support
Machinga,Njete 1,borehole,No,NA,Underground Storage,TRUE,TRUE,NA,Yes,Yes,NA,Drinking/Cooking,FALSE,FALSE,FALSE,Don't know ,"Training and demonstrations, Subsidies or financial assistance"
Machinga,Njete,borehole,No,NA,Don't Know,NA,FALSE,TRUE,NA,Yes,NA,Drinking/Cooking,FALSE,FALSE,FALSE,Drill the borehole at high depth,"Training and demonstrations, Subsidies or financial assistance, Labour support, Community by-laws or encouragement"
Machinga,Kalolo,borehole,No,NA,Underground Storage,FALSE,FALSE,TRUE,No,Yes,NA,Drinking/Cooking,TRUE,FALSE,FALSE,Planting trees and contour ,"Training and demonstrations, Labour support"
Machinga,Kamwana,borehole,No,NA,Underground Storage,TRUE,NA,FALSE,No,Yes,NA,Drinking/Cooking,FALSE,FALSE,FALSE,Don't know ,"Training and demonstrations, Subsidies or financial assistance, None"
Chikwawa,Matengambiri,borehole,No,NA,Underground Storage,NA,FALSE,FALSE,Yes,NA,NA,NA,Don't Know,Don't Know,FALSE,Tree planting ,Training and demonstrations
Chikwawa,Matengambiri ,borehole,No,NA,God ,FALSE,FALSE,NA,NA,No,Other (please specify),NA,Don't Know,FALSE,FALSE,Planting more trees in upper land,Community by-laws or encouragement
Chikwawa,Matengambiri ,borehole,Yes,"October, November, December",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,Don't Know,TRUE,FALSE,Tree planting in large scale land ,Community by-laws or encouragement
Chikwawa,Matengambiri ,borehole,No,NA,Underground Storage,FALSE,FALSE,FALSE,Yes,No,Lack of knowledge or training,NA,Don't Know,Don't Know,Don't Know,Planting trees,Training and demonstrations
Chikwawa,Matengambiri ,borehole,No,NA,God ,FALSE,FALSE,TRUE,NA,No,Other (please specify),NA,Don't Know,Don't Know,FALSE,Tree planting ,Other (please specify)
Chikwawa,Matengambiri ,borehole,No,NA,Underground Storage,FALSE,FALSE,FALSE,No,No,Other (please specify),NA,FALSE,FALSE,FALSE,Planting more trees ,Other (please specify)
Chikwawa,Matengambiri ,borehole,No,NA,Underground Storage,NA,NA,TRUE,No,No,Lack of knowledge or training,NA,Don't Know,Don't Know,Don't Know,Tree planting ,Community by-laws or encouragement
Chikwawa,Matengambiri ,borehole,Yes,"September, October, November",Underground Storage,FALSE,FALSE,FALSE,No,No,Lack of knowledge or training,NA,Don't Know,Don't Know,Don't Know,Tree planting ,Training and demonstrations
Chikwawa,Matengambiri ,borehole,No,NA,Underground Storage,FALSE,FALSE,TRUE,Yes,No,Other (please specify),NA,Don't Know,FALSE,FALSE,Planting trees ,Community by-laws or encouragement
Chikwawa,Matengambiri ,borehole,No,NA,Underground Storage,NA,NA,TRUE,Yes,No,Other (please specify),NA,Don't Know,FALSE,FALSE,Planting trees ,Training and demonstrations
Chikwawa,Matengambiri ,borehole,No,NA,Underground Storage,TRUE,TRUE,FALSE,No,No,Lack of knowledge or training,NA,Don't Know,Don't Know,Don't Know,Planting trees ,Training and demonstrations
Chikwawa,Matengambiri ,borehole,No,NA,Underground Storage,NA,NA,TRUE,Yes,Yes,NA,Washing/Cleaning,Don't Know,FALSE,FALSE,Planting more trees ,Community by-laws or encouragement
Chikwawa,Matengambiri ,borehole,No,NA,Underground Storage,FALSE,NA,TRUE,Yes,No,Negative perception/doesn’t seem worthwhile,NA,Don't Know,FALSE,FALSE,Planting more trees in the village ,Training and demonstrations
Chikwawa,Matengambiri ,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Do not know about the practice,NA,Don't Know,FALSE,FALSE,Conservation of the land especially up hills where rivers start ,Other (please specify)
Machinga, Mang'anda ,borehole,No,NA,Underground Storage,TRUE,FALSE,FALSE,No,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,I don't know. ,Training and demonstrations
